Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Product tag line (product.metafields.custom.product_tag_line),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
tulsi-kanthi-mala-2-layer-lord-vishnu-krishna,Tulsi Kanthi Mala 2 Layer — Lord Vishnu & Krishna,"<div class=""upaasak-product""><p>The Tulsi Kanthi Mala is one of Vaishnav tradition&#x27;s most sacred and continuously worn devotional accessories. Crafted from genuine Tulsi (Holy Basil) wood, the Kanthi Mala is worn close to the neck as a declaration of devotion to Lord Vishnu and Krishna. In Sanatan Dharma, Tulsi is considered the most sacred plant — directly associated with Lord Vishnu and believed to carry His divine presence in every bead. Wearing a Tulsi Kanthi Mala is said to purify the body, ward off illness, provide spiritual protection, and maintain continuous connection with Vishnu&#x27;s blessings throughout the day. This two-layer Kanthi design is the traditional standard in Vaishnav practice. Each mala is crafted from 100% genuine Tulsi wood, lab-certified using the Batch method, and energized by UPAASAK before dispatch. Suitable for devotees of all ages and especially recommended for Dhanu (Sagittarius) and Meen (Pisces) natives. An essential daily spiritual accessory for every Vaishnav devotee.</p><h3>Key Highlights</h3><ul><li>Genuine 2-layer Tulsi (Holy Basil) Kanthi Mala — traditional Vaishnav format</li><li>Lord Vishnu&#x27;s divine presence in every bead — continuous sacred energy</li><li>Lab-certified using Batch method and energized by UPAASAK before dispatch</li><li>Traditionally believed to purify body, mind, and protect the devotee</li><li>Ideal for daily devotional use; especially Dhanu (Sagittarius) and Meen (Pisces)</li></ul><h3>Specifications</h3><p>Suitable Rashi / Zodiac</p><ul><li>Suitable for all Rashis</li><li>Especially recommended for Dhanu (Sagittarius) and Meen (Pisces) natives</li></ul><p>How to Wear</p><ul><li>Wear close to the neck for continuous devotional connection</li><li>Can be worn continuously — remove only when bathing</li></ul><p>Who Should Wear?</p><ul><li>Suitable for all ages and genders</li><li>Especially recommended for devotees of Lord Vishnu and Krishna</li></ul><p>Care Instructions</p><ul><li>Keep away from water, perfumes, and oils</li><li>Avoid direct sunlight for extended periods</li><li>Store in a silk or cotton pouch when not in use</li></ul><p>Auspicious Day to Start Wearing</p><ul><li>Ekadashi or Thursday (Vishnu&#x27;s most auspicious days)</li></ul><p>Suitable For (Gender / Usage)</p><ul><li>Men &amp; Women (Unisex)</li><li>Suitable for daily wear and spiritual practice</li></ul><h3>Box Contents</h3><ul><li>1 × Tulsi Kanthi Mala (2 Layer)</li><li>1 × UPAASAK Authenticity Certificate Card (with QR Code)</li><li>Premium Protective Packaging</li></ul><h3>Key Benefits</h3><ul><li>Continuous Vishnu and Krishna blessings through sacred Tulsi contact with skin</li><li>Traditional purification and health protection in Vaishnav belief</li><li>Daily devotional Kanthi — the cornerstone of Vaishnav spiritual practice</li><li>Lab Tested and energized — authentic Tulsi wood quality assured</li></ul><h3>FAQs</h3><p><strong>What is the correct way to use a Jaap Mala?</strong><br>Hold in the right hand with beads resting on the middle finger. Use the thumb to pull each bead while chanting. Never cross the Sumeru (Guru) bead — reverse direction instead.</p><p><strong>Can I wear a Tulsi mala daily?</strong><br>Yes — Tulsi Kanthi malas are for continuous daily wear. Jaap malas are for chanting practice and should be stored in a pouch when not in use.</p><p><strong>Is Tulsi mala suitable for non-Vaishnavs?</strong><br>Yes — while traditionally Vaishnav, Tulsi malas can be worn by anyone seeking health, peace, and spiritual protection.</p><p><strong>Is it okay to wear a mala while sleeping?</strong><br>It is traditionally recommended to remove the mala before sleeping and store it safely in a clean cotton pouch overnight.</p><h3>Disclaimer</h3><ul><li>Benefits are belief-based, rooted in traditional Sanatan Dharma practices</li><li>UPAASAK does not claim or guarantee any specific outcomes</li><li>Individual results may vary based on faith and intention</li><li>Not a substitute for medical or professional advice</li><li>Authenticated using Batch (One Sample One Certificate) method</li></ul></div>",Upaasak,Apparel & Accessories > Jewelry > Necklaces,Mala,"Mala, Peace, Protection, Lord Vishnu, Lord Krishna, Certified, Energized, Original",TRUE,Title,Default Title,,,,,,,,ML-TUKN-05,0,shopify,100,deny,manual,699,999,TRUE,TRUE,,,,,,https://upaasak.com/cdn/shop/files/RJ177-3-1_209146.jpg,1,Tulsi Kanthi Mala 2 Layer — Lord Vishnu & Krishna,FALSE,Tulsi Kanthi Mala 2 Layer | Lord Vishnu & Krishna Devotion | Daily Vai,"The Tulsi Kanthi Mala is one of Vaishnav tradition's most sacred and continuously worn devotional accessories. Crafted from genuine Tulsi (Holy Basil) wood, the Kanthi Mala is worn close to the neck as a declaration of devotion to Lord Vishnu and Krishna. In Sanatan Dharma, Tulsi is considered the m",,,,,new,,,,,,,Natural Tulsi Wood,,,kg,,,active
tulsi-kanthi-mala-2-layer-lord-vishnu-krishna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upaasak.com/cdn/shop/files/RJ177-3-2_209147.jpg,2,Tulsi Kanthi Mala 2 Layer — Lord Vishnu & Krishna,,,,,,,,,,,,,,,,,,,,,
tulsi-kanthi-mala-2-layer-lord-vishnu-krishna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upaasak.com/cdn/shop/files/RJ177-3-3_209148.jpg,3,Tulsi Kanthi Mala 2 Layer — Lord Vishnu & Krishna,,,,,,,,,,,,,,,,,,,,,
tulsi-kanthi-mala-with-shri-balaji-pendant,Tulsi Kanthi Mala with Shri Balaji Pendant,"<div class=""upaasak-product""><p>The Tulsi Kanthi Mala with Shri Balaji Pendant beautifully combines the sacred devotion of Tulsi with the divine blessings of Lord Hanuman (Balaji) — one of the most widely worshipped deities in Sanatan Dharma and the presiding deity of Tirupati. The genuine Tulsi Kanthi Mala carries Lord Vishnu&#x27;s presence in every bead, while the gold-plated Balaji pendant specifically invokes the blessings of Lord Hanuman for wealth, prosperity, and fulfilment of heartfelt prayers. For devotees who have visited Tirupati or have deep reverence for Balaji, this mala serves as a daily reminder of that divine connection and a source of continuous blessings. Each mala is lab-certified using the Batch method and energized by UPAASAK before dispatch. Suitable for devotees of all ages — Lord Balaji is worshipped across all regions of India. Particularly recommended for those seeking material prosperity alongside spiritual grace. A deeply meaningful devotional gift.</p><h3>Key Highlights</h3><ul><li>Genuine Tulsi Kanthi Mala with gold-plated Shri Balaji (Hanuman) pendant</li><li>Invokes Tirupati Balaji&#x27;s blessings for wealth and heartfelt prayers</li><li>Lab-certified using Batch method and energized by UPAASAK before dispatch</li><li>Vishnu&#x27;s Tulsi energy combined with Balaji&#x27;s prosperity blessings</li><li>Ideal for daily devotional use — especially Balaji devotees and Tirupati pilgrims</li></ul><h3>Specifications</h3><p>Suitable Rashi / Zodiac</p><ul><li>Suitable for all Rashis</li></ul><p>How to Wear</p><ul><li>Wear close to the neck for continuous devotional connection</li><li>Can be worn continuously — remove only when bathing</li></ul><p>Who Should Wear?</p><ul><li>Suitable for all ages and genders</li><li>Especially meaningful for devotees of Shri Balaji and Tirupati pilgrims</li></ul><p>Care Instructions</p><ul><li>Keep away from water, perfumes, and oils</li><li>Avoid direct sunlight for extended periods</li><li>Store in a silk or cotton pouch when not in use</li></ul><p>Auspicious Day to Start Wearing</p><ul><li>Saturday or Ekadashi (Balaji&#x27;s auspicious days)</li></ul><p>Suitable For (Gender / Usage)</p><ul><li>Men &amp; Women (Unisex)</li><li>Suitable for daily wear and spiritual practice</li></ul><h3>Box Contents</h3><ul><li>1 × Tulsi Kanthi Mala with Shri Balaji Pendant</li><li>1 × UPAASAK Authenticity Certificate Card (with QR Code)</li><li>Premium Protective Packaging</li></ul><h3>Key Benefits</h3><ul><li>Invokes Lord Balaji (Hanuman)&#x27;s blessings for wealth and prosperity</li><li>Tulsi&#x27;s continuous sacred energy purifies body and maintains Vishnu&#x27;s grace</li><li>A daily devotional reminder for Tirupati devotees of their divine connection</li><li>Lab Tested and energized — a meaningful gift for Balaji devotees</li></ul><h3>FAQs</h3><p><strong>What is the correct way to use a Jaap Mala?</strong><br>Hold in the right hand with beads resting on the middle finger. Use the thumb to pull each bead while chanting. Never cross the Sumeru (Guru) bead — reverse direction instead.</p><p><strong>Can I wear a Tulsi mala daily?</strong><br>Yes — Tulsi Kanthi malas are for continuous daily wear. Jaap malas are for chanting practice and should be stored in a pouch when not in use.</p><p><strong>Is Tulsi mala suitable for non-Vaishnavs?</strong><br>Yes — while traditionally Vaishnav, Tulsi malas can be worn by anyone seeking health, peace, and spiritual protection.</p><p><strong>Is it okay to wear a mala while sleeping?</strong><br>It is traditionally recommended to remove the mala before sleeping and store it safely in a clean cotton pouch overnight.</p><h3>Disclaimer</h3><ul><li>Benefits are belief-based, rooted in traditional Sanatan Dharma practices</li><li>UPAASAK does not claim or guarantee any specific outcomes</li><li>Individual results may vary based on faith and intention</li><li>Not a substitute for medical or professional advice</li><li>Authenticated using Batch (One Sample One Certificate) method</li></ul></div>",Upaasak,Apparel & Accessories > Jewelry > Necklaces,Mala,"Mala, Peace, Wealth, Lord Vishnu, Certified, Energized, Original",TRUE,Title,Default Title,,,,,,,,ML-TKBJ-06,0,shopify,100,deny,manual,799,999,TRUE,TRUE,,,,,,https://upaasak.com/cdn/shop/files/RJ177-3-1_209146.jpg,1,Tulsi Kanthi Mala with Shri Balaji Pendant,FALSE,Tulsi Kanthi Mala with Shri Balaji Pendant | Lord Venkateswara Devotio,The Tulsi Kanthi Mala with Shri Balaji Pendant beautifully combines the sacred devotion of Tulsi with the divine blessings of Lord Hanuman (Balaji) — one of the most widely worshipped deities in Sanatan Dharma and the presiding deity of Tirupati. The genuine Tulsi Kanthi Mala carries Lord Vishnu's p,,,,,new,,,,,,,Natural Tulsi Wood,,,kg,,,active
tulsi-kanthi-mala-with-shri-balaji-pendant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upaasak.com/cdn/shop/files/RJ177-3-2_209147.jpg,2,Tulsi Kanthi Mala with Shri Balaji Pendant,,,,,,,,,,,,,,,,,,,,,
tulsi-kanthi-mala-with-shri-balaji-pendant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upaasak.com/cdn/shop/files/RJ177-3-3_209148.jpg,3,Tulsi Kanthi Mala with Shri Balaji Pendant,,,,,,,,,,,,,,,,,,,,,
tulsi-kanthi-mala-classic-beads-daily-wear,Tulsi Kanthi Mala Classic Beads — Daily Wear,"<div class=""upaasak-product""><p>The Tulsi Kanthi Mala (Classic Beads) is the timeless traditional format of the sacred Vaishnav kanthi — crafted from classic-cut Tulsi wood beads that represent centuries of unbroken devotional practice. Tulsi is considered the most sacred plant in Sanatan Dharma, directly associated with Lord Vishnu and believed to carry His divine presence continuously. The classic bead design is the traditional form preferred by most Vaishnavs for daily wear — simple, authentic, and deeply devotional. Wearing this mala maintains continuous connection with Vishnu&#x27;s blessings, purifies the body and aura, and serves as a constant reminder of one&#x27;s devotional path. Each mala is crafted from 100% genuine Tulsi wood, lab-certified using the Batch method, and energized by UPAASAK before dispatch. Suitable for devotees of all ages and all genders. Particularly recommended for new seekers of Vaishnav devotion looking for an authentic, traditionally crafted first Kanthi Mala. An essential and enduring spiritual accessory.</p><h3>Key Highlights</h3><ul><li>Classic-cut natural Tulsi beads in the most traditional Kanthi format</li><li>Continuous Vishnu connection through sacred Tulsi skin contact</li><li>Lab-certified using Batch method and energized by UPAASAK before dispatch</li><li>The cornerstone of Vaishnav daily devotional practice</li><li>Ideal for daily devotional use, ages, and genders</li></ul><h3>Specifications</h3><p>Suitable Rashi / Zodiac</p><ul><li>Suitable for all Rashis</li></ul><p>How to Wear</p><ul><li>Wear close to the neck for continuous devotional connection</li><li>Can be worn continuously — remove only when bathing</li></ul><p>Who Should Wear?</p><ul><li>Suitable for all ages and genders</li><li>Especially recommended for devotees of Lord Vishnu and Krishna</li></ul><p>Care Instructions</p><ul><li>Keep away from water, perfumes, and oils</li><li>Avoid direct sunlight for extended periods</li><li>Store in a silk or cotton pouch when not in use</li></ul><p>Auspicious Day to Start Wearing</p><ul><li>Ekadashi or Thursday (Vishnu&#x27;s most auspicious days)</li></ul><p>Suitable For (Gender / Usage)</p><ul><li>Men &amp; Women (Unisex)</li><li>Suitable for daily wear and spiritual practice</li></ul><h3>Box Contents</h3><ul><li>1 × Tulsi Kanthi Mala (Classic Beads)</li><li>1 × UPAASAK Authenticity Certificate Card (with QR Code)</li><li>Premium Protective Packaging</li></ul><h3>Key Benefits</h3><ul><li>Classic Tulsi Kanthi — the foundational piece of Vaishnav devotional wear</li><li>Continuous Vishnu blessings through sacred Tulsi contact with the skin</li><li>Purifies body, aura, and space through Tulsi&#x27;s sanctified presence</li><li>Lab Tested and energized — authentic Tulsi wood, reliably sourced</li></ul><h3>FAQs</h3><p><strong>What is the correct way to use a Jaap Mala?</strong><br>Hold in the right hand with beads resting on the middle finger. Use the thumb to pull each bead while chanting. Never cross the Sumeru (Guru) bead — reverse direction instead.</p><p><strong>Can I wear a Tulsi mala daily?</strong><br>Yes — Tulsi Kanthi malas are for continuous daily wear. Jaap malas are for chanting practice and should be stored in a pouch when not in use.</p><p><strong>Is Tulsi mala suitable for non-Vaishnavs?</strong><br>Yes — while traditionally Vaishnav, Tulsi malas can be worn by anyone seeking health, peace, and spiritual protection.</p><p><strong>Is it okay to wear a mala while sleeping?</strong><br>It is traditionally recommended to remove the mala before sleeping and store it safely in a clean cotton pouch overnight.</p><h3>Disclaimer</h3><ul><li>Benefits are belief-based, rooted in traditional Sanatan Dharma practices</li><li>UPAASAK does not claim or guarantee any specific outcomes</li><li>Individual results may vary based on faith and intention</li><li>Not a substitute for medical or professional advice</li><li>Authenticated using Batch (One Sample One Certificate) method</li></ul></div>",Upaasak,Apparel & Accessories > Jewelry > Necklaces,Mala,"Mala, Peace, Protection, Lord Vishnu, Lord Krishna, Certified, Energized, Original",TRUE,Title,Default Title,,,,,,,,ML-TKCL-07,0,shopify,100,deny,manual,699,999,TRUE,TRUE,,,,,,https://upaasak.com/cdn/shop/files/RJ177-3-1_209146.jpg,1,Tulsi Kanthi Mala Classic Beads — Daily Wear,FALSE,Tulsi Kanthi Mala Classic Beads | Sacred Holy Basil | Daily Vaishnav D,"The Tulsi Kanthi Mala (Classic Beads) is the timeless traditional format of the sacred Vaishnav kanthi — crafted from classic-cut Tulsi wood beads that represent centuries of unbroken devotional practice. Tulsi is considered the most sacred plant in Sanatan Dharma, directly associated with Lord Vish",,,,,new,,,,,,,Natural Tulsi Wood,,,kg,,,active
tulsi-kanthi-mala-classic-beads-daily-wear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upaasak.com/cdn/shop/files/RJ177-3-2_209147.jpg,2,Tulsi Kanthi Mala Classic Beads — Daily Wear,,,,,,,,,,,,,,,,,,,,,
tulsi-kanthi-mala-classic-beads-daily-wear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upaasak.com/cdn/shop/files/RJ177-3-3_209148.jpg,3,Tulsi Kanthi Mala Classic Beads — Daily Wear,,,,,,,,,,,,,,,,,,,,,
radha-tulsi-kanthi-mala-round-beads,Radha Tulsi Kanthi Mala — Round Beads,"<div class=""upaasak-product""><p>The Radha Tulsi Kanthi Mala with Round Beads is a devotional mala specifically dedicated to the divine grace of Radha Rani — the embodiment of pure, unconditional devotional love in Vaishnav tradition. The round bead format gives this mala an elegant, refined appearance while maintaining the sacred authenticity of genuine Tulsi wood. In the Bhakti tradition, Radha Rani holds a supreme position — devotees believe that approaching Lord Krishna through Radha Rani&#x27;s intercession brings the quickest and most complete form of divine grace. Wearing this mala as a Kanthi (around the neck) signifies a life dedicated to the Bhakti path of love and devotion. Each mala is lab-certified using the Batch method and energized by UPAASAK before dispatch. Suitable for devotees of all ages, with special reverence for devotees on the path of Bhakti and those with deep love for Radha-Krishna. Particularly beloved by women seekers and those following the Gaudiya Vaishnav tradition.</p><h3>Key Highlights</h3><ul><li>Natural round Tulsi beads — elegant format dedicated to Radha Rani</li><li>Divine love and Bhakti path devotion through sacred Tulsi energy</li><li>Lab-certified using Batch method and energized by UPAASAK before dispatch</li><li>Especially meaningful for Radha bhaktas and Gaudiya Vaishnavs</li><li>Ideal for daily devotional use; especially beloved by women devotees</li></ul><h3>Specifications</h3><p>Suitable Rashi / Zodiac</p><ul><li>Suitable for all Rashis</li></ul><p>How to Wear</p><ul><li>Wear close to the neck for continuous devotional connection</li><li>Can be worn continuously — remove only when bathing</li></ul><p>Who Should Wear?</p><ul><li>Suitable for all ages; especially beloved by women and Radha bhaktas</li><li>Those on the path of devotion to Radha Rani</li></ul><p>Care Instructions</p><ul><li>Keep away from water, perfumes, and oils</li><li>Avoid direct sunlight for extended periods</li><li>Store in a silk or cotton pouch when not in use</li></ul><p>Auspicious Day to Start Wearing</p><ul><li>Radhaashtami or Friday (Radha Rani&#x27;s auspicious days)</li></ul><p>Suitable For (Gender / Usage)</p><ul><li>Primarily suited for women; suitable for all genders</li><li>Suitable for daily devotional and festive wear</li></ul><h3>Box Contents</h3><ul><li>1 × Radha Tulsi Kanthi Mala (Round Beads)</li><li>1 × UPAASAK Authenticity Certificate Card (with QR Code)</li><li>Premium Protective Packaging</li></ul><h3>Key Benefits</h3><ul><li>Dedicated to Radha Rani — channels divine love and Bhakti grace</li><li>Round bead elegance in a continuous Kanthi format for daily devotional wear</li><li>Sacred Vrindavan connection through Radha-dedicated Tulsi energy</li><li>Lab Tested and energized — a meaningful gift for Bhakti path seekers</li></ul><h3>FAQs</h3><p><strong>What is the correct way to use a Jaap Mala?</strong><br>Hold in the right hand with beads resting on the middle finger. Use the thumb to pull each bead while chanting. Never cross the Sumeru (Guru) bead — reverse direction instead.</p><p><strong>Can I wear a Tulsi mala daily?</strong><br>Yes — Tulsi Kanthi malas are for continuous daily wear. Jaap malas are for chanting practice and should be stored in a pouch when not in use.</p><p><strong>Is Tulsi mala suitable for non-Vaishnavs?</strong><br>Yes — while traditionally Vaishnav, Tulsi malas can be worn by anyone seeking health, peace, and spiritual protection.</p><p><strong>Is it okay to wear a mala while sleeping?</strong><br>It is traditionally recommended to remove the mala before sleeping and store it safely in a clean cotton pouch overnight.</p><h3>Disclaimer</h3><ul><li>Benefits are belief-based, rooted in traditional Sanatan Dharma practices</li><li>UPAASAK does not claim or guarantee any specific outcomes</li><li>Individual results may vary based on faith and intention</li><li>Not a substitute for medical or professional advice</li><li>Authenticated using Batch (One Sample One Certificate) method</li></ul></div>",Upaasak,Apparel & Accessories > Jewelry > Necklaces,Mala,"Mala, Love, Peace, Lord Krishna, Certified, Energized, Original",TRUE,Title,Default Title,,,,,,,,ML-RTKR-08,0,shopify,100,deny,manual,799,999,TRUE,TRUE,,,,,,https://upaasak.com/cdn/shop/files/RJ177-3-1_209146.jpg,1,Radha Tulsi Kanthi Mala — Round Beads,FALSE,Radha Tulsi Kanthi Mala Round Beads | Radha Rani Devotion & Divine Lov,"The Radha Tulsi Kanthi Mala with Round Beads is a devotional mala specifically dedicated to the divine grace of Radha Rani — the embodiment of pure, unconditional devotional love in Vaishnav tradition. The round bead format gives this mala an elegant, refined appearance while maintaining the sacred ",,,,,new,,,,,,,Natural Tulsi Wood,,,kg,,,active
